Player,Team,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Birth country,Passport country,Foot,Height,Weight,On loan,Succ. def. per 90,Def duels per 90,Def duels won %,Aerial duels per 90,Aerial duels won %,Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Succ. att. actions,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals total,Head goals per 90,Shots total,Shots per 90,Shots on target %,"Goal conv., %",Assists per 90,Crosses per 90,"Crosses, %",Crosses from left per 90,"Crosses from left, %",Crosses from right per 90,"Crosses from right, %",Crosses to goalie box per 90,Dribbles per 90,Dribbles succ. %,Off duels per 90,Off duels won %,Touches in box per 90,Progressive runs per 90,Passes per 90,Passes acc. %,Fwd passes per 90,Fwd passes acc. %,Back passes per 90,Back passes acc. %,Lat passes per 90,Lat passes acc. %,Sh/m passes per 90,Sh/m passes acc. %,Lng passes per 90,Lng passes acc. %,"Avg pass length, m","Avg lng pass length, m",xA per 90,Second assists per 90,Third assists per 90,Smt passes per 90,Smt passes acc. %,Key passes per 90,Final 3rd passes per 90,Final 3rd passes acc. %,Passes to penalty area per 90,Passes to penalty area acc. %,Thru passes per 90,Thru passes acc. %,Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Goals total,Goals per 90,Shots total,Shots per 90,Clean sheets,Save %,xG against,xG against per 90,Back passes to GK per 90,Exits per 90,Punches per 90,"Punches, %",Claims per 90,Claim/punch ratio,Aerial duels per 90,Aerial duels won %,FKs per 90,DFKs per 90,DFKs on target %,Corners per 90,Penalties taken,Penalty conversion %,League
E. Nolan,Crewe Alexandra,LCB,31,150000,2021-06-30,19,1842,3,1.46,0,0.18,Republic of Ireland,Republic of Ireland,right,185,77,no,11.97,6.64,69.85,9.92,54.68,0.34,0.56,0.54,6.99,11.41,1.07,2,0.1,0,0,0.73,0.15,3,0.15,0.07,0,0,7,0.34,42.86,42.857,0,0.2,25,0.1,0,0.1,50,0.1,0.93,57.89,2.1,51.16,0.73,0.78,56.14,86.16,24.38,78.36,2.35,91.67,25.02,94.14,48.47,91.94,8.01,53.05,23.05,44.81,0.01,0,0.05,0.1,0,0,6.11,52,0.88,27.78,0.34,14.29,0.54,0.05,10.07,65.05,0,,0,,0,0,0,0,1.61,,,,,,,,0,0,0,0,0,0,English Third Division
D. Sesay,Crawley Town,"RB, LB",21,0,2021-06-30,25,1842,0,0.38,0,0.68,England,"England, Kenya",right,184,75,no,9.77,6.79,53.24,2.79,43.86,0.54,0.77,0.44,5.62,8,0.93,7,0.34,0,0,2.88,0,0,0,0.02,0,0,11,0.54,27.27,0,0,2.49,31.37,0.44,55.56,2.05,26.19,0.24,3.32,57.35,5.52,53.1,0.59,1.76,27.8,69.42,14.76,65.23,2.69,90.91,6.64,68.38,19.89,79.85,6.01,46.34,20.87,37.48,0.03,0,0,0.24,20,0.2,6.35,60.77,2.44,38,0.49,30,0.29,0.78,8.31,74.71,0,,0,,0,0,0,0,0.44,,,,,,,,0,0,0,0.24,0,0,English Third Division
A. Nadesan,Crawley Town,"CF, RW",25,0,2022-06-30,25,1839,5,5.93,3,3.62,England,England,right,188,70,no,3.77,3.57,53.42,6.17,28.57,0.2,0.25,0.05,1.66,2.15,1.22,2,0.1,0,0,2.54,0.24,5,0.24,0.29,0,0,33,1.62,45.45,15.152,0.15,1.86,15.79,0.64,7.69,1.22,20,0.39,2.59,49.06,7.78,28.93,4.7,0.93,19.09,64.1,4.6,53.19,3.87,81.01,5.38,57.27,16.54,70.71,1.03,23.81,17.17,21.73,0.18,0.1,0,0.64,38.46,0.54,1.91,48.72,1.17,37.5,0.59,33.33,1.17,0.34,2.45,62,0,,0,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,English Third Division
S. Cuthbert,Stevenage,"RCB, RCB3, CB",33,250000,2021-06-30,21,1837,2,0.91,0,0.21,Scotland,Scotland,right,188,89,no,12.4,5.83,72.27,6.17,65.87,0.34,0.47,0.73,7.84,10.64,0.69,2,0.1,0,0,0.24,0.1,2,0.1,0.04,2,0.1,8,0.39,37.5,25,0,0.1,0,0,0,0.1,0,0,0.24,40,0.88,50,0.78,0.05,24.5,74.4,13.62,65.11,1.42,96.55,7.01,86.01,17.93,81.15,6.71,55.47,24.45,38.64,0.01,0,0,0.05,0,0,4.65,55.79,0.39,25,0.34,14.29,0.29,0,6.91,60.99,0,,0,,0,0,0,0,1.03,,,,,,,,0.05,0,0,0,0,0,English Third Division
N. Atangana,Exeter City,"RCMF, LCMF, DMF",30,100000,2021-06-30,25,1810,1,0.36,0,0.58,France,"France, Cameroon",right,187,72,no,12.03,7.36,68.92,8.65,60.34,0.25,0.41,0.3,6.71,10.95,1.09,1,0.05,1,0.05,0.9,0.05,1,0.05,0.02,0,0,9,0.45,11.11,11.111,0,0.55,45.45,0.15,66.67,0.4,37.5,0.05,0.75,46.67,2.73,47.27,0.25,0.55,38.04,80.65,14.62,68.37,5.62,95.58,12.28,87.04,33.61,85.5,4.13,43.37,20.07,30.25,0.03,0,0,0.45,55.56,0.1,7.91,63.52,1.04,47.62,0.4,25,0.35,0.2,5.92,68.91,0,,0,,0,0,0,0,0.7,,,,,,,,0,0,0,0,0,0,English Third Division
L. Conlan,Morecambe,LB,25,50000,2021-06-30,20,1785,0,0.3,0,0.62,Northern Ireland,Northern Ireland,left,183,72,no,15.18,9.78,56.7,3.98,48.1,0.66,0.86,0.71,8.97,11.76,0.71,4,0.2,0,0,1.41,0,0,0,0.02,0,0,9,0.45,22.22,0,0,1.87,29.73,1.87,29.73,0,0,0.1,1.46,41.38,3.23,45.31,0.3,0.61,33.68,68.41,16.89,56.42,3.28,89.23,9.33,80,25.01,81.85,7.31,30.34,22.14,39.94,0.03,0.05,0.1,0.3,50,0,7.82,52.26,2.52,44,0.81,18.75,0.86,0.45,9.58,59.47,0,,0,,0,0,0,0,0.35,,,,,,,,0.55,0.2,25,0.45,0,0,English Third Division
J. Iredale,,"LB, LB5, LWB",24,250000,,22,1779,2,1.74,3,2.41,Scotland,"Scotland, Australia",left,184,70,no,10.62,9.51,61.17,6.88,58.09,0.3,0.42,0.2,4.5,6.25,1.42,5,0.25,0,0,2.98,0.1,2,0.1,0.09,0,0,13,0.66,30.77,15.385,0.15,3.29,29.23,3.14,27.42,0,0,0.35,3.34,51.52,5.31,46.67,1.26,1.47,34.6,64.47,16.39,56.48,3.09,90.16,10.22,67.82,24.84,75.97,7.18,40.85,24.29,36.44,0.12,0,0,0.71,14.29,0.35,6.48,51.56,3.19,34.92,0.86,5.88,0.71,0.96,10.67,66.35,0,,0,,0,0,0,0,0.15,,,,,,,,0.15,0,0,0.1,0,0,English Third Division
D. Brill,,GK,34,0,,19,1777,0,0,0,0,England,England,right,188,79,no,1.77,0.05,100,0.56,100,0,0,0,1.72,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,20.26,81,17.12,78.4,0,0,3.09,95.08,5.93,97.44,14.33,74.2,46.75,54.18,0,0,0,0,0,0,6.94,75.91,0.35,0,0,0,0,0,11.4,88.44,34,1.72,95,4.81,3,64.21,31.18,1.58,0,1.62,0.1,100,0.91,9,0.56,100,,,,0,0,0,English Third Division
D. McNamara,St. Johnstone,"RB, RB5",21,125000,2021-05-30,21,1777,0,0.34,0,0.99,England,"England, Republic of Ireland",right,180,69,yes,7.55,6.28,49.19,4.05,46.25,0.56,0.81,0.25,3.9,5.7,0.61,6,0.3,0,0,2.79,0,0,0,0.02,0,0,9,0.46,0,0,0,3.6,49.3,0,0,3.55,48.57,0.61,1.72,52.94,3.6,43.66,0.56,1.32,30.39,72.17,13.37,62.12,5.77,89.47,8.2,78.4,20.71,82.4,6.48,50.78,24.39,39.52,0.05,0,0,0.15,66.67,0.15,6.38,65.87,3.44,64.71,0.1,100,0.66,1.77,10.33,75,0,,0,,0,0,0,0,0.96,,,,,,,,0.1,0,0,0,0,0,English Third Division
N. Pond,,"RCB, CB",35,150000,,22,1769,0,1.38,0,0.3,England,"England, Montserrat",right,190,80,no,11.29,4.68,77.17,6.77,69.17,0.66,0.94,0.97,7.02,10.02,0.76,2,0.1,0,0,0.31,0,0,0,0.07,0,0,8,0.41,25,0,0,0.31,16.67,0.15,0,0.1,50,0,0.2,75,1.12,36.36,0.81,0.05,24.42,70.83,12.62,59.27,1.68,81.82,8.24,85.8,18.88,77.9,5.55,46.79,23.4,34.28,0.02,0,0,0,0,0.05,5.24,47.57,0.61,33.33,0.25,20,0.61,0.05,6.77,60.15,0,,0,,0,0,0,0,1.22,,,,,,,,0.05,0,0,0,0,0,English Third Division
J. Lyden,Swindon Town,"RCMF, RDMF, RCMF3",24,400000,2022-06-30,21,1763,1,0.54,2,1.13,Australia,"Australia, England",right,178,70,no,6.59,5.21,58.82,2.81,41.82,0.56,0.87,0.15,2.96,4.59,1.38,6,0.31,1,0.05,1.63,0.05,1,0.05,0.03,1,0.05,7,0.36,28.57,14.286,0.1,0.46,33.33,0,0,0.46,33.33,0,1.53,53.33,4.54,49.44,0.97,0.66,40.28,85.04,12.05,74.15,7.56,95.27,14.96,88.74,37.42,88.4,2.76,48.15,18.66,30.69,0.06,0,0,0.82,68.75,0.2,5.87,68.7,0.97,63.16,0.41,50,0.51,0.1,5.67,74.77,0,,0,,0,0,0,0,0.41,,,,,,,,0,0,0,0.2,0,0,English Third Division
H. Hope,Swindon Town,"CF, LAMF, LWF",26,100000,2021-06-30,28,1750,4,4.48,0,0.72,England,"England, Barbados",right,179,76,no,4.63,4.99,56.7,4.17,20.99,0.1,0.15,0.05,1.7,2.4,1.39,1,0.05,0,0,2.11,0.21,4,0.21,0.23,1,0.05,37,1.9,40.54,10.811,0,0.93,22.22,0.62,16.67,0.31,33.33,0.1,2.57,40,8.74,30,3.24,1.29,21.34,82.89,4.11,70,7.2,94.29,5.14,78,20.01,85.6,0.46,77.78,15.63,8.21,0.04,0,0,0.21,50,0.21,1.65,68.75,1.08,61.9,0.1,0,0.87,0.31,2.42,76.6,0,,0,,0,0,0,0,0,,,,,,,,0,0,0,0.05,0,0,English Third Division
T. Conlon,Port Vale,"LCMF, LCMF3",24,50000,2022-06-30,22,1748,1,1.46,3,2.31,England,England,left,173,62,no,8.8,6.59,56.25,3.71,44.44,0.77,1.17,0.21,4.32,6.56,1.44,1,0.05,1,0.05,1.75,0.05,1,0.05,0.07,0,0,19,0.98,42.11,5.263,0.15,1.29,32,0.88,35.29,0.41,25,0.31,1.49,55.17,5.72,36.94,1.08,0.36,33.26,78.64,11.28,62.56,6.18,95.83,11.02,80.84,26.93,86.42,5.2,49.5,20.14,32.86,0.12,0.05,0,0.36,28.57,0.31,6.9,58.96,2.11,53.66,0.41,37.5,0.88,0.46,6.28,76.23,0,,0,,0,0,0,0,0.26,,,,,,,,0.88,0.26,80,0.62,0,0,English Third Division
C. Lakin,Birmingham City,"LDMF, LCMF3, LCMF",21,100000,2021-06-30,20,1748,2,1.28,0,1.42,England,England,left,175,70,no,10.3,7.26,61.7,3.66,36.62,0.36,0.51,0.31,5.46,7.74,0.93,2,0.1,0,0,3.24,0.1,2,0.1,0.07,0,0,22,1.13,36.36,9.091,0,1.96,31.58,1.7,30.3,0.21,50,0.31,4.12,47.5,7.52,39.73,1.44,1.03,27.65,64.8,11.33,51.36,4.27,85.54,7.62,71.62,21.57,74.46,4.48,31.03,19.86,34.5,0.07,0,0,0.77,33.33,0.26,6.13,53.78,2.83,38.18,1.03,25,0.88,0.82,6.74,65.65,0,,0,,0,0,0,0,0,,,,,,,,0.26,0,0,1.24,0,0,English Third Division
E. Hewitt,Grimsby Town,"RB, RCMF3",26,250000,2021-06-30,20,1747,0,0.08,3,2.31,Wales,Wales,right,180,75,no,7.52,5.98,59.48,3.71,55.56,0.21,0.29,0.26,3.76,5.21,0.77,6,0.31,0,0,2.06,0,0,0,0,0,0,3,0.15,33.33,0,0.15,3.66,45.07,0.05,100,3.45,44.78,0.46,0.82,43.75,2.22,46.51,0.46,0.67,28.18,71.12,11.49,60.09,4.59,91.01,7.57,75.51,18.8,82.19,6.18,50.83,23.01,39.38,0.12,0.05,0.05,0.1,0,0.41,5.92,60,3.45,53.73,0.46,11.11,0.67,1.49,7.52,76.03,0,,0,,0,0,0,0,0.98,,,,,,,,0.15,0.05,100,0.15,0,0,English Third Division
M. Harriman,Northampton Town,"RB, RWB",27,150000,2022-06-30,24,1741,0,0.9,0,0.18,England,"England, Republic of Ireland",right,167,74,no,7.81,6.62,53.13,3.05,44.07,0.41,0.66,0.26,3.88,6.2,0.78,3,0.16,0,0,1.45,0,0,0,0.05,0,0,6,0.31,16.67,0,0,1.34,50,0.05,100,1.29,48,0.05,1.34,42.31,3.46,40.3,0.41,0.57,20.52,71.28,9.72,63.83,3,93.1,4.86,70.21,14.47,77.5,5.07,58.16,19.02,31.35,0.01,0.05,0,0.36,42.86,0.16,4.24,56.1,1.81,51.43,0.21,25,0.36,0.62,6.1,75.42,0,,0,,0,0,0,0,0.83,,,,,,,,0,0,0,0,0,0,English Third Division
J. Jervis,,"LW, RW, CF",28,150000,,20,1739,4,3.27,1,1.99,England,England,right,191,82,no,4.61,4.35,45.24,4.71,34.07,0.05,0.07,0.21,2.59,3.54,1.24,0,0,0,0,3.88,0.21,4,0.21,0.17,1,0.05,25,1.29,28,16,0.05,3.73,41.67,2.17,38.1,1.55,46.67,0.47,3.78,52.05,8.38,43.21,1.76,1.35,20.55,62.22,5.28,44.12,4.76,82.61,7.71,63.76,15.01,71.38,2.07,30,21.33,28.08,0.1,0,0,0.21,0,0.52,1.6,45.16,3.16,52.46,0.57,0,0.41,1.45,4.3,71.08,0,,0,,0,0,0,0,0,,,,,,,,0.47,0,0,0.31,0,0,English Third Division
A. Hayden,Carlisle United,"LCB, RB",23,0,2021-06-30,18,1707,2,1.93,1,0.87,England,England,right,185,79,no,14.34,9.23,68,7.12,63.7,0.32,0.47,0.37,7.75,11.51,1.42,8,0.42,1,0.05,0.53,0.11,2,0.11,0.1,2,0.11,10,0.53,30,20,0.05,0.47,11.11,0,0,0.47,11.11,0.05,0.58,54.55,1.74,39.39,1.32,0.63,30.47,64.71,17.56,54.95,2.69,90.2,7.49,78.87,21.88,73.49,8.38,43.4,24.57,38.67,0.05,0,0,0,0,0.21,6.01,40.35,0.95,22.22,0.32,0,0.47,0.11,9.23,56,0,,0,,0,0,0,0,1.85,,,,,,,,0,0,0,0,0,0,English Third Division
C. Donaldson,Bradford City,CF,36,300000,2021-06-30,20,1705,3,7.06,2,0.91,England,"England, Jamaica",right,186,73,no,3.91,3.06,50,10.77,41.18,0.16,0.25,0.26,2.22,3.49,2.16,3,0.16,0,0,1.69,0.16,2,0.11,0.37,1,0.05,33,1.74,33.33,9.091,0.11,0.58,36.36,0.32,50,0.26,20,0,1.79,41.18,8.34,32.28,2.96,0.84,11.98,72.25,2.96,60.71,2.74,88.46,3.8,68.06,11.35,73.95,0.16,33.33,14.28,6.21,0.05,0,0,0.32,50,0.16,0.74,64.29,0.69,69.23,0.11,0,0.69,0.16,1.16,77.27,0,,0,,0,0,0,0,0,,,,,,,,0,0,0,0,1,100,English Third Division
K. Gordon,Mansfield Town,"RWB, RB",22,0,2021-06-30,18,1699,1,0.79,1,1.04,England,England,right,179,76,no,7.15,5.46,48.54,2.6,40.82,0.05,0.09,0.05,4.45,7.35,1.11,4,0.21,0,0,4.87,0.05,1,0.05,0.04,0,0,19,1.01,21.05,5.263,0.05,3.76,33.8,0,0,3.76,33.8,0.69,4.56,67.44,8.26,57.05,1.48,2.97,30.57,72.44,11.02,59.13,6.41,93.39,8.69,69.51,22.78,83.95,4.61,41.38,21.3,35.85,0.05,0.05,0,0.48,66.67,0.26,4.77,53.33,3.44,43.08,0.42,0,0.37,1.27,7.52,67.61,0,,0,,0,0,0,0,0.69,,,,,,,,0.11,0,0,0,0,0,English Third Division
Joshua Grant,Chelsea U23,"DMF, LCB3, RCB3",21,0,2023-06-30,22,1698,0,0.65,1,0.51,England,England,right,183,78,no,12.19,6.84,62.02,6.68,57.14,0.37,0.59,0.85,7.58,12.02,0.69,2,0.11,0,0,0.69,0,0,0,0.03,0,0,7,0.37,71.43,0,0.05,0.32,16.67,0.11,50,0.16,0,0.05,1.17,31.82,3.02,38.6,0.37,0.95,38.96,81.77,15.16,69.23,3.87,94.52,14.31,91.85,34.72,86.41,3.98,46.67,18.33,25.64,0.03,0.05,0.05,0.11,0,0.11,4.24,70,0.48,22.22,0.27,40,0.16,0.05,7.84,54.73,0,,0,,0,0,0,0,0.8,,,,,,,,0,0,0,0,0,0,English Third Division
P. Caddis,Swindon Town,RB,32,400000,2021-06-30,19,1693,0,0.2,1,0.92,Scotland,Scotland,right,170,67,no,8.67,4.78,61.11,2.07,38.46,0.37,0.59,0.37,5.37,8.54,0.53,1,0.05,0,0,2.71,0,0,0,0.01,0,0,5,0.27,20,0,0.05,2.23,21.43,0.05,0,2.13,20,0.27,2.29,72.09,4.25,57.5,0.53,1.49,37.8,71.87,17.38,62.69,5.48,94.17,10.05,74.6,28.76,85.58,7.07,30.83,21.34,36.25,0.05,0.05,0,1.06,50,0.27,7.44,56.43,3.4,42.19,1.06,25,1.01,0.58,10.1,75.79,0,,0,,0,0,0,0,0.58,,,,,,,,0.58,0.05,0,2.18,0,0,English Third Division
E. Adebayo,Walsall,CF,22,0,2021-06-30,30,1675,8,11.29,1,1.15,England,"England, Nigeria",right,193,89,no,3.6,2.79,51.92,12.36,37.83,0,0,0.16,2.15,3.43,2.15,2,0.11,0,0,3.92,0.43,8,0.43,0.61,2,0.11,42,2.26,52.38,19.048,0.05,1.56,17.24,0.48,44.44,1.02,5.26,0.27,5,46.24,13.49,35.86,4.57,1.61,14.72,68.98,3.6,61.19,3.55,83.33,3.71,60.87,12.95,75.52,0.38,42.86,14.11,6.76,0.06,0,0,0.32,50,0.38,1.07,65,1.13,42.86,0.27,20,1.07,0.21,1.18,77.27,0,,0,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,English Third Division
T. Pope,Port Vale,CF,34,200000,2021-06-30,32,1668,6,8.41,3,1.26,England,England,right,190,86,no,2.91,2.48,50,15.54,47.57,0.16,0.24,0.11,1.51,2.23,2.16,2,0.11,1,0.05,1.94,0.32,3,0.16,0.45,1,0.05,33,1.78,57.58,18.182,0.16,0.76,21.43,0.32,0,0.27,40,0.27,0.81,40,8.74,16.67,3.45,0.27,20.23,67.47,6.42,48.74,4.26,87.34,5.45,70.3,18.56,69.77,0.97,61.11,14.37,11.44,0.07,0.05,0.11,0.65,66.67,0.43,2.21,48.78,1.62,30,0.38,28.57,0.7,0.16,1.83,67.65,0,,0,,0,0,0,0,0,,,,,,,,0,0,0,0,3,100,English Third Division
T. Brewitt,Morecambe,"RCMF, RCMF3, DMF",23,0,,22,1665,1,1.18,1,0.54,England,England,right,185,73,no,9.03,6.43,55.46,4.97,61.96,0.65,0.83,0.43,4.81,6.15,1.3,5,0.27,0,0,0.65,0.05,1,0.05,0.06,0,0,13,0.7,23.08,7.692,0.05,0.32,33.33,0.05,100,0.27,20,0.11,0.7,38.46,2.22,41.46,0.43,0.27,29.57,75.5,11.08,53.66,4.54,95.24,9.08,89.29,26.86,80.08,2.76,31.37,18.08,29.14,0.03,0,0,0.16,66.67,0.11,4.76,57.95,0.92,35.29,0.22,50,0.38,0.11,5.14,58.95,0,,0,,0,0,0,0,0.32,,,,,,,,0,0,0,0,0,0,English Third Division
H. Davis,,LCB,28,100000,,21,1664,0,0.42,0,0.5,England,England,right,185,83,no,9.95,5.35,71.72,9.41,58.05,0.38,0.58,0.54,5.73,8.78,1.14,3,0.16,0,0,0.11,0,0,0,0.02,0,0,4,0.22,0,0,0,0.22,25,0.11,0,0.05,100,0,0.11,50,0.92,23.53,0.7,0.38,29.59,76.6,15.09,67.38,1.84,85.29,10.06,89.25,22.93,83.02,6.54,54.55,21.75,34.4,0.03,0,0,0,0,0.11,4.65,54.65,0.65,25,0.16,0,0.7,0.05,7.68,57.04,0,,0,,0,0,0,0,0.97,,,,,,,,0,0,0,0,0,0,English Third Division
T. Vassell,Southend United,LCB3,23,0,,17,1643,2,1.57,0,0.08,England,England,right,184,70,no,10.96,6.85,66.4,6.46,57.63,0.16,0.23,0.82,6.24,8.75,1.26,3,0.16,0,0,1.26,0.11,2,0.11,0.09,1,0.05,12,0.66,33.33,16.667,0,0.11,0,0.11,0,0,0,0.05,1.31,75,3.72,60.29,0.77,1.21,26.73,75,15.45,65.25,1.42,96.15,7.5,89.78,20.98,83.03,5.97,45.87,23.49,40.03,0,0,0,0.11,50,0,5.37,57.14,0.6,18.18,0.16,33.33,0.16,0,7.18,67.18,0,,0,,0,0,0,0,0.88,,,,,,,,0.11,0,0,0,0,0,English Third Division
D. Whitehead,Salford City,"DMF, LCMF, LCMF3",26,50000,2022-06-30,22,1633,1,1.59,1,1.97,England,England,right,179,69,no,7.39,5.29,52.08,3.69,44.78,0.77,0.97,0,3.86,4.86,1.1,2,0.11,0,0,2.04,0.06,0,0,0.09,0,0,22,1.21,22.73,4.545,0.06,1.21,54.55,0.61,63.64,0.61,45.45,0.22,1.98,41.67,4.24,33.77,0.33,0.66,34.61,72.61,13.61,53.04,5.13,93.55,11.68,81.13,26.62,82.61,7,37.8,22.41,35.36,0.11,0,0,0.83,33.33,0.55,8.05,49.32,3.03,41.82,1.27,13.04,0.83,0.61,6.56,68.07,0,,0,,0,0,0,0,0.55,,,,,,,,0.5,0.06,0,0.99,1,100,English Third Division
P. Digby,Cambridge United,"RCB, RCB3, RB",25,150000,2021-06-30,17,1623,0,0.26,0,0.45,England,England,right,195,70,no,10.48,5.55,66,9.43,65.29,0.11,0.15,0.72,6.71,9.36,0.5,1,0.06,0,0,0.44,0,0,0,0.01,0,0,5,0.28,40,0,0,0.39,71.43,0,0,0.39,71.43,0.11,0.22,25,0.94,35.29,0.67,0.33,30.89,73.43,17.58,62.78,1.77,87.5,8.37,92.72,21.9,79.24,8.65,58.97,23.7,37.9,0.02,0,0,0,0,0.06,7.54,64.71,0.78,50,0.33,16.67,0.39,0.28,9.54,70.35,0,,0,,0,0,0,0,0.78,,,,,,,,0.06,0,0,0,0,0,English Third Division
C. Clements,Cheltenham Town,"RCMF, LCMF, DMF",30,150000,2021-06-30,22,1618,0,0.57,1,1.95,England,England,right,175,66,no,9.9,9.23,53.01,2.67,64.58,0.83,1.17,0.56,4.17,5.86,1.72,3,0.17,0,0,1.78,0,0,0,0.03,0,0,12,0.67,25,0,0.06,0.89,50,0.5,66.67,0.39,28.57,0.11,1.39,64,3.89,48.57,0.33,0.61,41.5,82.04,13.85,69.88,6.45,93.97,16.97,89.51,35.15,87.03,5.9,58.49,20.82,40.28,0.11,0.06,0.06,0.28,100,0.22,8.34,64.67,2,52.78,0.83,46.67,1.11,0.39,9.18,76.97,0,,0,,0,0,0,0,0.5,,,,,,,,0.72,0.11,50,2.11,0,0,English Third Division
R. Bennett,Stockport County,CF,29,0,2022-06-30,26,1611,5,5.63,1,1.65,England,England,left,193,90,no,3.3,3.18,45.61,17.77,37.11,0.06,0.08,0.11,1.79,2.7,2.74,1,0.06,0,0,2.12,0.28,4,0.22,0.31,3,0.17,46,2.57,41.3,10.87,0.06,0.61,45.45,0.39,42.86,0.17,66.67,0.06,1.17,61.9,8.27,28.38,3.41,0.56,19.94,63.87,5.25,43.62,5.08,86.81,5.98,60.75,18.1,66.98,1.45,30.77,16.44,26.43,0.09,0,0,0.34,16.67,0.34,2.57,47.83,1.06,31.58,0.22,0,0.67,0.22,2.12,50,0,,0,,0,0,0,0,0,,,,,,,,0.11,0.11,0,0,1,100,English Third Division
J. Riley,Mansfield Town,"RWB, RB",28,125000,2021-06-30,21,1608,2,0.97,0,2.16,England,England,right,183,71,no,7.22,4.37,60.26,4.09,49.32,0.28,0.41,0.17,4.31,6.36,0.9,3,0.17,0,0,2.69,0.11,2,0.11,0.05,0,0,13,0.73,38.46,15.385,0,3.75,26.87,0,0,3.69,27.27,0.9,2.74,44.9,4.53,34.57,0.9,1.62,32.01,69.58,13.15,57.87,5.76,95.15,9.07,71.6,23.51,82.14,5.43,41.24,23.41,40.44,0.12,0.06,0.06,0.39,42.86,0.39,6.44,52.17,4.31,49.35,0.9,37.5,1.12,1.06,10.02,74.3,0,,0,,0,0,0,0,0.39,,,,,,,,0.9,0.22,50,0.28,0,0,English Third Division
D. Fitzpatrick,Macclesfield Town,"LB, LWB, LB5",30,0,,21,1607,0,0.17,0,0.45,England,England,left,179,73,no,8.96,7.56,59.26,3.14,51.79,0.06,0.08,0.22,4.42,5.97,0.73,4,0.22,0,0,0.78,0,0,0,0.01,0,0,7,0.39,0,0,0,1.12,35,0.95,35.29,0.17,33.33,0.17,0.5,77.78,1.51,48.15,0.11,0.84,27.11,73.55,12.6,65.78,3.92,94.29,6.89,75.61,20.11,83.84,5.99,45.79,21.95,33.91,0.03,0,0,0.11,0,0.06,6.5,60.34,1.9,41.18,0.39,14.29,0.62,0.34,8.29,72.97,0,,0,,0,0,0,0,1.12,,,,,,,,0.28,0.06,0,0.22,0,0,English Third Division
J. Sparkes,Exeter City,LWB,19,0,2022-06-30,19,1602,0,0.52,2,2.76,England,England,left,175,63,no,10.62,7.58,51.11,3.48,59.68,0.79,1.3,0.28,5.96,9.81,0.9,2,0.11,0,0,5,0,0,0,0.03,0,0,20,1.12,25,0,0.11,4.94,34.09,4.72,33.33,0.11,50,0.79,5.17,58.7,7.64,52.94,0.56,1.52,25.67,62.58,11.12,53.03,3.71,92.42,7.64,57.35,14.83,82.58,6.57,34.19,25.68,41.86,0.15,0,0,0.06,0,0.73,6.07,46.3,5.28,42.55,0.45,50,0.73,1.91,7.98,73.94,0,,0,,0,0,0,0,0.28,,,,,,,,0.56,0.11,50,1.01,0,0,English Third Division
J. McCourt,Macclesfield Town,"RCMF, DMF, LCMF",25,75000,,21,1599,2,1.41,1,2.73,England,England,right,178,68,no,7.71,3.77,59.7,1.69,63.33,0.96,1.34,0.45,4.5,6.3,0.51,4,0.23,0,0,1.01,0.11,1,0.06,0.08,0,0,23,1.29,17.39,8.696,0.06,1.46,34.62,0.39,71.43,1.07,21.05,0.06,0.56,40,2.36,28.57,0.28,0.23,37.32,75.26,15.53,61.59,4.22,93.33,12.83,85.53,28.59,83.46,7.82,52.52,24.27,41.05,0.15,0,0,0.39,14.29,0.06,11.37,60.89,2.14,28.95,0.51,22.22,0.51,0.45,9.17,73.01,0,,0,,0,0,0,0,0.9,,,,,,,,2.2,0.39,14.29,3.94,1,100,English Third Division
P. O'Connor,Bradford City,"CB, RCB",23,100000,2022-06-30,19,1594,2,2.32,0,0,Republic of Ireland,Republic of Ireland,right,191,77,no,10.9,5.98,65.09,9.88,46.29,0.23,0.37,1.07,6.78,11.01,1.58,6,0.34,0,0,0.4,0.11,2,0.11,0.13,0,0,11,0.62,27.27,18.182,0,0.23,25,0.06,0,0.17,33.33,0,0.23,75,0.96,76.47,1.19,0.11,31.11,70.78,15.53,53.09,1.75,80.65,11.63,94.17,23.43,76.87,7.96,53.9,25.91,41.93,0,0,0,0.06,0,0,6.27,51.35,0.68,8.33,0.34,0,0.4,0.06,9.43,53.89,0,,0,,0,0,0,0,1.07,,,,,,,,0.06,0,0,0,0,0,English Third Division
